RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,time,id,OBJECTID,tomatch,distance,sidewalk_left,sidewalk_right,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
56370,3465,NE REGAL CT,Local Access,2,534,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,534,0
56140,7324,NE MCWILLIAMS RD,Minor Arterial,2,1773,Urban,1773,15,Barker Creek Community School,2,Barker Creek Community School,538,NA,NA,4,4,6,NA,1,1,2,2,538,1076
56140,7324,NE MCWILLIAMS RD,Minor Arterial,2,1773,Urban,1773,15,Barker Creek Community School,2,Barker Creek Community School,50,NA,NA,4,4,6,NA,1,1,2,2,50,100
56330,6981,CLOVER BLOSSOM LN NE,Local Access,2,265,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,265,0
56190,10765,OLD MILITARY RD NE,Major Collector,2,1047,Urban,1047,15,Barker Creek Community School,2,Barker Creek Community School,145,NA,NA,4,4,6,NA,1,1,2,2,145,290
56130,6549,GRAND PINE LOOP NE,Local Access,2,1530,Urban,1530,15,Barker Creek Community School,2,Barker Creek Community School,390,NA,3,NA,NA,5,NA,0,1,1,1,390,390
56330,5366,CLOVER BLOSSOM LN NE,Local Access,2,227,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,227,0
56330,5625,CLOVER BLOSSOM LN NE,Local Access,2,191,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,191,0
51680,7729,NE RIMROCK DR,Local Access,2,861,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,861,0
56261,2334,ST CHARLES LN NE,Local Access,2,50,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0
56190,11569,OLD MILITARY RD NE,Major Collector,2,181,Urban,181,15,Barker Creek Community School,2,Barker Creek Community School,55,NA,NA,4,4,6,NA,1,1,2,2,55,110
56260,3928,NE BENTLEY DR,Local Access,2,218,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,218,0
56338,5840,NE WINDSOR CT,Local Access,2,273,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,273,0
56320,10242,JOHNSON RD NE,Local Access,2,689,Urban,689,15,Barker Creek Community School,2,Barker Creek Community School,109,NA,NA,1,1,5,NA,1,1,2,2,109,218
56140,7965,NE MCWILLIAMS RD,Minor Arterial,2,481,Urban,481,15,Barker Creek Community School,2,Barker Creek Community School,146,NA,NA,4,4,6,NA,1,1,2,2,146,292
56140,7965,NE MCWILLIAMS RD,Minor Arterial,2,481,Urban,481,15,Barker Creek Community School,2,Barker Creek Community School,53,NA,NA,4,4,6,NA,1,1,2,2,53,106
56140,7965,NE MCWILLIAMS RD,Minor Arterial,2,481,Urban,481,15,Barker Creek Community School,2,Barker Creek Community School,49,NA,NA,4,NA,6,NA,0,1,1,1,49,49
56140,7965,NE MCWILLIAMS RD,Minor Arterial,2,481,Urban,481,15,Barker Creek Community School,2,Barker Creek Community School,50,NA,NA,NA,4,6,NA,1,0,1,1,50,50
51780,676,NE MICHELLE CT,Local Access,2,291,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,291,0
56140,11651,NE MCWILLIAMS RD,Minor Arterial,2,497,Urban,497,15,Barker Creek Community School,2,Barker Creek Community School,51,NA,NA,4,NA,6,NA,0,1,1,1,51,51
56140,11651,NE MCWILLIAMS RD,Minor Arterial,2,497,Urban,497,15,Barker Creek Community School,2,Barker Creek Community School,119,NA,NA,4,4,6,NA,1,1,2,2,119,238
56140,11651,NE MCWILLIAMS RD,Minor Arterial,2,497,Urban,497,15,Barker Creek Community School,2,Barker Creek Community School,50,NA,NA,NA,4,6,NA,1,0,1,1,50,50
55740,9525,NE DAWN RD,Local Access,2,1131,Urban,1131,15,Barker Creek Community School,2,Barker Creek Community School,79,5,NA,NA,NA,5,NA,5,0,5,5,79,395
55740,9525,NE DAWN RD,Local Access,2,1131,Urban,1131,15,Barker Creek Community School,2,Barker Creek Community School,148,NA,NA,NA,1,5,NA,1,0,1,1,148,148
56374,3472,NE MARWOOD DR,Local Access,2,308,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,308,0
56190,3612,OLD MILITARY RD NE,Major Collector,2,237,Urban,237,15,Barker Creek Community School,2,Barker Creek Community School,72,NA,NA,4,4,6,NA,1,1,2,2,72,144
56375,4308,TATE PL NE,Local Access,2,233,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,233,0
56374,7262,NE MARWOOD DR,Local Access,2,446,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,446,0
56140,10009,NE MCWILLIAMS RD,Minor Arterial,2,1467,Urban,1467,15,Barker Creek Community School,2,Barker Creek Community School,50,NA,NA,4,4,6,NA,1,1,2,2,50,100
56140,10009,NE MCWILLIAMS RD,Minor Arterial,2,1467,Urban,1467,15,Barker Creek Community School,2,Barker Creek Community School,342,NA,NA,4,4,6,NA,1,1,2,2,342,684
56140,10009,NE MCWILLIAMS RD,Minor Arterial,2,1467,Urban,1467,15,Barker Creek Community School,2,Barker Creek Community School,203,NA,NA,4,4,6,NA,1,1,2,2,203,406
56140,12990,NE MCWILLIAMS RD,Minor Arterial,2,523,Urban,523,15,Barker Creek Community School,2,Barker Creek Community School,139,NA,NA,3,5,6,NA,1,1,2,2,139,278
56140,12990,NE MCWILLIAMS RD,Minor Arterial,2,523,Urban,523,15,Barker Creek Community School,2,Barker Creek Community School,50,NA,NA,3,5,6,NA,1,1,2,2,50,100
56140,8770,NE MCWILLIAMS RD,Minor Arterial,2,526,Urban,526,15,Barker Creek Community School,2,Barker Creek Community School,160,5,NA,NA,NA,6,NA,3,0,3,3,160,480
56140,8770,NE MCWILLIAMS RD,Minor Arterial,2,526,Urban,526,15,Barker Creek Community School,2,Barker Creek Community School,48,NA,NA,4,4,6,NA,1,1,2,2,48,96
56140,8770,NE MCWILLIAMS RD,Minor Arterial,2,526,Urban,526,15,Barker Creek Community School,2,Barker Creek Community School,80,NA,NA,4,NA,6,NA,0,1,1,1,80,80
56140,8770,NE MCWILLIAMS RD,Minor Arterial,2,526,Urban,526,15,Barker Creek Community School,2,Barker Creek Community School,81,NA,NA,NA,4,6,NA,1,0,1,1,81,81
56143,8435,JAGGER PL NE,Local Access,2,370,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,370,0
55640,9180,NE FRANKLIN AVE,Local Access,2,668,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,668,0
56180,6917,NE MELIA LN,Local Access,2,469,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,469,0
56334,4280,NE LEXINGTON DR,Local Access,2,444,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,444,0
56331,5001,WELLINGTON LN NE,Local Access,2,527,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,527,0
55720,3482,NE FUSON RD,Local Access,2,1343,Urban,1343,15,Barker Creek Community School,2,Barker Creek Community School,198,NA,NA,4,4,5,NA,1,1,2,2,198,396
56360,1693,NE ECHO DR,Local Access,2,1254,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1254,0
56376,862,NE COLBY CT,Local Access,2,411,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,411,0
56140,469,NE MCWILLIAMS RD,Minor Arterial,2,283,Urban,283,15,Barker Creek Community School,2,Barker Creek Community School,51,NA,NA,3,NA,6,NA,0,1,1,1,51,51
56140,469,NE MCWILLIAMS RD,Minor Arterial,2,283,Urban,283,15,Barker Creek Community School,2,Barker Creek Community School,50,NA,NA,NA,5,6,NA,1,0,1,1,50,50
56140,469,NE MCWILLIAMS RD,Minor Arterial,2,283,Urban,283,15,Barker Creek Community School,2,Barker Creek Community School,86,NA,NA,3,5,6,NA,1,1,2,2,86,172
56140,469,NE MCWILLIAMS RD,Minor Arterial,2,283,Urban,283,15,Barker Creek Community School,2,Barker Creek Community School,49,NA,NA,3,5,6,NA,1,1,2,2,49,98
51690,11802,PINE RD NE,Major Collector,2,770,Urban,770,15,Barker Creek Community School,2,Barker Creek Community School,234,NA,NA,4,4,6,NA,1,1,2,2,234,468
51690,13046,PINE RD NE,Major Collector,2,291,Urban,291,15,Barker Creek Community School,2,Barker Creek Community School,88,NA,NA,4,4,6,NA,1,1,2,2,88,176
56140,68,NE MCWILLIAMS RD,Minor Arterial,2,488,Urban,488,15,Barker Creek Community School,2,Barker Creek Community School,42,5,NA,NA,NA,6,NA,3,0,3,3,42,126
56140,68,NE MCWILLIAMS RD,Minor Arterial,2,488,Urban,488,15,Barker Creek Community School,2,Barker Creek Community School,114,NA,NA,4,4,6,NA,1,1,2,2,114,228
51690,3635,PINE RD NE,Major Collector,2,516,Urban,516,15,Barker Creek Community School,2,Barker Creek Community School,157,NA,NA,4,4,6,NA,1,1,2,2,157,314
51690,5362,PINE RD NE,Major Collector,2,292,Urban,292,15,Barker Creek Community School,2,Barker Creek Community School,89,NA,NA,4,4,6,NA,1,1,2,2,89,178
51690,10574,PINE RD NE,Major Collector,2,568,Urban,568,15,Barker Creek Community School,2,Barker Creek Community School,87,NA,NA,4,4,6,NA,1,1,2,2,87,174
56261,2038,ST CHARLES LN NE,Local Access,2,520,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,520,0
56140,2124,NE MCWILLIAMS RD,Minor Arterial,2,91,Urban,91,15,Barker Creek Community School,2,Barker Creek Community School,27,5,NA,NA,NA,6,NA,3,0,3,3,27,81
56336,477,NE WELLSLY PL,Local Access,2,192,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,192,0
56140,13009,NE MCWILLIAMS RD,Minor Arterial,2,359,Urban,359,15,Barker Creek Community School,2,Barker Creek Community School,47,NA,NA,4,4,6,NA,1,1,2,2,47,94
56140,13009,NE MCWILLIAMS RD,Minor Arterial,2,359,Urban,359,15,Barker Creek Community School,2,Barker Creek Community School,109,NA,NA,4,4,6,NA,1,1,2,2,109,218
56142,7594,JUANITA CIR NE,Local Access,2,160,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,160,0
56142,11735,JUANITA CIR NE,Local Access,2,132,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,132,0
56142,10090,JUANITA CIR NE,Local Access,2,756,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,756,0
56140,8472,NE MCWILLIAMS RD,Minor Arterial,2,365,Urban,365,15,Barker Creek Community School,2,Barker Creek Community School,51,NA,NA,3,5,6,NA,1,1,2,2,51,102
56140,8472,NE MCWILLIAMS RD,Minor Arterial,2,365,Urban,365,15,Barker Creek Community School,2,Barker Creek Community School,111,NA,NA,3,5,6,NA,1,1,2,2,111,222
56190,8894,OLD MILITARY RD NE,Major Collector,2,2020,Urban,2020,15,Barker Creek Community School,2,Barker Creek Community School,615,NA,NA,4,4,6,NA,1,1,2,2,615,1230
51690,4616,PINE RD NE,Major Collector,2,110,Urban,110,15,Barker Creek Community School,2,Barker Creek Community School,33,NA,NA,4,4,6,NA,1,1,2,2,33,66
55720,6056,NE FUSON RD,Local Access,2,1047,Urban,1047,15,Barker Creek Community School,2,Barker Creek Community School,50,NA,NA,4,NA,5,NA,0,1,1,1,50,50
55720,6056,NE FUSON RD,Local Access,2,1047,Urban,1047,15,Barker Creek Community School,2,Barker Creek Community School,49,NA,NA,NA,4,5,NA,1,0,1,1,49,49
