RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,GMA_JURISD,tomatch,distance,sidewalk_left,sidewalk_right,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
57710,13184,RADCLIFF AVE NE,Local Access,2,383,Urban,383,Central Kitsap UGA,Central Kitsap UGA,383,3,NA,NA,NA,5,NA,1,0,1,1,383,383
55640,9817,NE FRANKLIN AVE,Local Access,2,309,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,309,0
57711,348,ST JOHNS PL NE,Local Access,2,661,Urban,661,Central Kitsap UGA,Central Kitsap UGA,661,3,NA,NA,NA,5,NA,1,0,1,1,661,661
57010,12957,NW DONCEE DR,Local Access,2,838,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,838,0
57290,8120,BROWNSVILLE HWY NE,Minor Arterial,2,963,Urban,963,Central Kitsap UGA,Central Kitsap UGA,949,NA,NA,3,NA,6,NA,0,1,1,1,949,949
57290,8120,BROWNSVILLE HWY NE,Minor Arterial,2,963,Urban,963,Central Kitsap UGA,Central Kitsap UGA,952,NA,NA,NA,2,6,NA,1,0,1,1,952,952
57290,16682,BROWNSVILLE HWY NE,Minor Arterial,2,446,Urban,446,Central Kitsap UGA,Central Kitsap UGA,446,NA,NA,3,2,6,NA,1,1,2,2,446,892
56190,5693,OLD MILITARY RD NE,Major Collector,2,417,Urban,417,Central Kitsap UGA,Central Kitsap UGA,417,NA,NA,4,2,6,NA,1,1,2,2,417,834
56190,5693,OLD MILITARY RD NE,Major Collector,2,417,Urban,417,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,NA,4,6,NA,1,0,1,1,0,0
57013,10524,PERRY CT NE,Local Access,2,175,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,175,0
57016,3896,NW FIRWAY LN,Local Access,2,345,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,345,0
56965,2321,BENDER CIR NE,Local Access,2,105,Urban,105,Central Kitsap UGA,Central Kitsap UGA,105,5,NA,NA,NA,5,NA,5,0,5,5,105,525
56965,11088,BENDER CIR NE,Local Access,2,1106,Urban,1106,Central Kitsap UGA,Central Kitsap UGA,26,5,NA,NA,NA,5,NA,5,0,5,5,26,130
59050,15063,CENTRAL VALLEY RD NE,Minor Arterial,2,435,Urban,435,Central Kitsap UGA,Central Kitsap UGA,281,NA,NA,5,NA,6,NA,0,1,1,1,281,281
59050,4088,CENTRAL VALLEY RD NE,Minor Arterial,2,225,Urban,225,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,5,NA,6,NA,0,1,1,1,0,0
59050,4088,CENTRAL VALLEY RD NE,Minor Arterial,2,225,Urban,225,Central Kitsap UGA,Central Kitsap UGA,225,NA,NA,5,5,6,NA,1,1,2,2,225,450
59050,5114,CENTRAL VALLEY RD NE,Minor Arterial,2,192,Urban,192,Central Kitsap UGA,Central Kitsap UGA,192,NA,NA,5,5,6,NA,1,1,2,2,192,384
59050,7381,CENTRAL VALLEY RD NE,Minor Arterial,2,656,Urban,656,Central Kitsap UGA,Central Kitsap UGA,656,NA,NA,5,5,6,NA,1,1,2,2,656,1312
59050,8478,CENTRAL VALLEY RD NE,Minor Arterial,2,1151,Urban,1151,Central Kitsap UGA,Central Kitsap UGA,1137,NA,NA,5,NA,6,NA,0,1,1,1,1137,1137
59050,8478,CENTRAL VALLEY RD NE,Minor Arterial,2,1151,Urban,1151,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,5,NA,6,NA,0,1,1,1,0,0
59050,11739,CENTRAL VALLEY RD NE,Minor Arterial,2,589,Urban,589,Central Kitsap UGA,Central Kitsap UGA,589,NA,NA,5,5,6,NA,1,1,2,2,589,1178
59050,13290,CENTRAL VALLEY RD NE,Minor Arterial,2,162,Urban,162,Central Kitsap UGA,Central Kitsap UGA,162,NA,NA,5,5,6,NA,1,1,2,2,162,324
59050,13290,CENTRAL VALLEY RD NE,Minor Arterial,2,162,Urban,162,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,NA,5,6,NA,1,0,1,1,0,0
59050,2447,CENTRAL VALLEY RD NE,Minor Arterial,2,207,Urban,207,Central Kitsap UGA,Central Kitsap UGA,207,NA,NA,5,NA,6,NA,0,1,1,1,207,207
59050,2447,CENTRAL VALLEY RD NE,Minor Arterial,2,207,Urban,207,Central Kitsap UGA,Central Kitsap UGA,1,NA,NA,NA,5,6,NA,1,0,1,1,1,1
57711,7506,ST JOHNS PL NE,Local Access,2,172,Urban,172,Central Kitsap UGA,Central Kitsap UGA,172,3,NA,NA,NA,5,NA,1,0,1,1,172,172
55640,19246,NE FRANKLIN AVE,Local Access,2,143,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,143,0
54600,14276,NE RIDDELL RD,Minor Arterial,2,130,Urban,130,Central Kitsap UGA,Central Kitsap UGA,3,NA,NA,NA,4,6,NA,1,0,1,1,3,3
56190,2711,OLD MILITARY RD NE,Major Collector,2,614,Urban,614,Central Kitsap UGA,Central Kitsap UGA,614,NA,NA,4,2,6,NA,1,1,2,2,614,1228
56190,16335,OLD MILITARY RD NE,Major Collector,2,491,Urban,491,Central Kitsap UGA,Central Kitsap UGA,491,NA,NA,4,2,6,NA,1,1,2,2,491,982
57005,9631,CANTERSHIRE AVE NE,Local Access,2,518,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,518,0
56190,18626,OLD MILITARY RD NE,Major Collector,2,307,Urban,307,Central Kitsap UGA,Central Kitsap UGA,307,NA,NA,4,2,6,NA,1,1,2,2,307,614
56190,9914,OLD MILITARY RD NE,Major Collector,2,201,Urban,201,Central Kitsap UGA,Central Kitsap UGA,201,NA,NA,4,2,6,NA,1,1,2,2,201,402
59050,10407,CENTRAL VALLEY RD NE,Minor Arterial,2,442,Urban,442,Central Kitsap UGA,Central Kitsap UGA,345,NA,NA,5,NA,6,NA,0,1,1,1,345,345
57014,12983,NW BRIDLE RIDGE BLVD,Local Access,2,390,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,390,0
56190,1761,OLD MILITARY RD NE,Major Collector,2,187,Urban,187,Central Kitsap UGA,Central Kitsap UGA,184,NA,NA,4,NA,6,NA,0,1,1,1,184,184
56190,1761,OLD MILITARY RD NE,Major Collector,2,187,Urban,187,Central Kitsap UGA,Central Kitsap UGA,1,NA,NA,4,2,6,NA,1,1,2,2,1,2
56190,1761,OLD MILITARY RD NE,Major Collector,2,187,Urban,187,Central Kitsap UGA,Central Kitsap UGA,187,NA,NA,NA,4,6,NA,1,0,1,1,187,187
56990,12093,NE WATSON CT,Local Access,2,649,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,649,0
56986,3221,COVINA LOOP NE,Local Access,2,320,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,320,0
56986,9202,COVINA LOOP NE,Local Access,2,1477,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1477,0
56190,18627,OLD MILITARY RD NE,Major Collector,2,252,Urban,252,Central Kitsap UGA,Central Kitsap UGA,252,NA,NA,4,2,6,NA,1,1,2,2,252,504
56990,15071,NE WATSON CT,Local Access,2,607,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,607,0
56990,430,NE WATSON CT,Local Access,2,174,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,174,0
57290,12723,BROWNSVILLE HWY NE,Minor Arterial,2,493,Urban,493,Central Kitsap UGA,Central Kitsap UGA,138,NA,NA,3,NA,6,NA,0,1,1,1,138,138
57290,12723,BROWNSVILLE HWY NE,Minor Arterial,2,493,Urban,493,Central Kitsap UGA,Central Kitsap UGA,283,NA,NA,NA,2,6,NA,1,0,1,1,283,283
57290,12723,BROWNSVILLE HWY NE,Minor Arterial,2,493,Urban,493,Central Kitsap UGA,Central Kitsap UGA,209,NA,NA,NA,2,6,NA,1,0,1,1,209,209
57290,12723,BROWNSVILLE HWY NE,Minor Arterial,2,493,Urban,493,Central Kitsap UGA,Central Kitsap UGA,147,NA,NA,3,NA,6,NA,0,1,1,1,147,147
57740,10879,NW BUCKLIN HILL RD,Minor Arterial,2,1543,Urban,1543,Central Kitsap UGA,Central Kitsap UGA,4,NA,NA,NA,8,6,NA,2,0,2,2,4,8
57740,10879,NW BUCKLIN HILL RD,Minor Arterial,2,1543,Urban,1543,Central Kitsap UGA,Central Kitsap UGA,6,NA,NA,6,NA,6,NA,0,2,2,2,6,12
56967,12507,HICKORY PL NE,Local Access,2,756,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,756,0
56998,7035,NW MEADOW LN,Local Access,2,564,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,564,0
56190,3715,OLD MILITARY RD NE,Major Collector,2,183,Urban,183,Central Kitsap UGA,Central Kitsap UGA,183,NA,NA,4,2,6,NA,1,1,2,2,183,366
56190,4128,OLD MILITARY RD NE,Major Collector,2,543,Urban,543,Central Kitsap UGA,Central Kitsap UGA,543,NA,NA,4,2,6,NA,1,1,2,2,543,1086
57001,6215,NE TOWNE RD,Local Access,2,243,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,243,0
57014,1309,NW BRIDLE RIDGE BLVD,Local Access,2,694,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,694,0
56967,14170,HICKORY PL NE,Local Access,2,483,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,483,0
57009,3998,HILLRISE CT NE,Local Access,2,636,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,636,0
57003,2836,CANTERSHIRE CT NE,Local Access,2,256,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,256,0
57007,6269,HILLRISE PL NE,Local Access,2,314,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,314,0
56185,1162,NE MAGNUM CT,Local Access,2,332,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,332,0
56193,907,OVERLOOK CIR NE,Local Access,2,453,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,453,0
57015,11007,NW SOLNAE PL,Local Access,2,400,Urban,400,Central Kitsap UGA,Central Kitsap UGA,399,NA,3,NA,NA,5,NA,0,1,1,1,399,399
57011,1330,CANTERSHIRE PL NE,Local Access,2,463,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,463,0
57290,13068,BROWNSVILLE HWY NE,Minor Arterial,2,161,Urban,161,Central Kitsap UGA,Central Kitsap UGA,161,NA,NA,3,2,6,NA,1,1,2,2,161,322
57012,385,NE TOWNE CT,Local Access,2,142,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,142,0
57008,1727,NE TOWNE PL,Local Access,2,129,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,129,0
57001,12394,TOWNE RD NE,Local Access,2,508,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,508,0
56191,10631,NE STEELE CREEK DR,Local Access,2,211,Urban,211,Central Kitsap UGA,Central Kitsap UGA,15,3,NA,NA,NA,5,NA,1,0,1,1,15,15
56191,11648,NE STEELE CREEK DR,Local Access,2,1111,Urban,1111,Central Kitsap UGA,Central Kitsap UGA,942,3,NA,NA,NA,5,NA,1,0,1,1,942,942
56191,11648,NE STEELE CREEK DR,Local Access,2,1111,Urban,1111,Central Kitsap UGA,Central Kitsap UGA,102,NA,3,NA,NA,5,NA,0,1,1,1,102,102
56192,6268,STEELE CREEK LOOP NE,Local Access,2,1461,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1461,0
56191,8438,NE STEELE CREEK DR,Local Access,2,208,Urban,208,Central Kitsap UGA,Central Kitsap UGA,23,3,NA,NA,NA,5,NA,1,0,1,1,23,23
56200,2070,NE SHADYBROOK CT,Local Access,2,564,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,564,0
56500,10188,NE WINTERS RD,Local Access,2,1188,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1188,0
56191,4383,NE STEELE CREEK DR,Local Access,2,332,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,332,0
57006,14318,TOWNE RD NE,Local Access,2,100,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0
56195,8806,NE GLUDS POND ST,Local Access,2,730,Urban,730,Central Kitsap UGA,Central Kitsap UGA,288,NA,NA,NA,4,5,NA,1,0,1,1,288,288
56195,8806,NE GLUDS POND ST,Local Access,2,730,Urban,730,Central Kitsap UGA,Central Kitsap UGA,428,NA,NA,4,NA,5,NA,0,1,1,1,428,428
56991,12066,WATSON PL NE,Local Access,2,714,Urban,714,Central Kitsap UGA,Central Kitsap UGA,709,3,NA,NA,NA,5,NA,1,0,1,1,709,709
56200,3736,NE SHADYBROOK CT,Local Access,2,436,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,436,0
57001,4537,NE TOWNE RD,Local Access,2,625,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,625,0
57001,8968,NE TOWNE RD,Local Access,2,497,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,497,0
57001,9606,NE TOWNE RD,Local Access,2,359,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,359,0
57025,4113,KAROLENA PL NE,Local Access,2,521,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,521,0
57002,14316,TOWNE RD NE,Local Access,2,99,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,99,0
57026,998,FOSTER GROVE CT NE,Local Access,2,391,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,391,0
57020,8552,NE WILLIAM E SUTTON RD,Local Access,2,658,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,658,0
56190,4608,OLD MILITARY RD NE,Major Collector,2,260,Urban,260,Central Kitsap UGA,Central Kitsap UGA,260,NA,NA,4,4,6,NA,1,1,2,2,260,520
57004,5486,NW BRIDLE RIDGE PL,Local Access,2,702,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,702,0
57000,3685,NE FOSTER RD,Local Access,2,712,Urban,712,Central Kitsap UGA,Central Kitsap UGA,712,NA,NA,4,4,5,NA,1,1,2,2,712,1424
57000,3685,NE FOSTER RD,Local Access,2,712,Urban,712,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,NA,4,5,NA,1,0,1,1,0,0
57000,1939,NE FOSTER RD,Local Access,2,120,Urban,120,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,4,NA,5,NA,0,1,1,1,0,0
57000,1939,NE FOSTER RD,Local Access,2,120,Urban,120,Central Kitsap UGA,Central Kitsap UGA,120,NA,NA,4,4,5,NA,1,1,2,2,120,240
57000,8221,NE FOSTER RD,Local Access,2,164,Urban,164,Central Kitsap UGA,Central Kitsap UGA,164,NA,NA,4,4,5,NA,1,1,2,2,164,328
57000,3655,NE FOSTER RD,Local Access,2,819,Urban,819,Central Kitsap UGA,Central Kitsap UGA,819,NA,NA,4,4,5,NA,1,1,2,2,819,1638
57000,3051,NE FOSTER RD,Local Access,2,493,Urban,493,Central Kitsap UGA,Central Kitsap UGA,493,NA,NA,4,4,5,NA,1,1,2,2,493,986
57000,6727,NE FOSTER RD,Local Access,2,318,Urban,318,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,4,NA,5,NA,0,1,1,1,0,0
57000,6727,NE FOSTER RD,Local Access,2,318,Urban,318,Central Kitsap UGA,Central Kitsap UGA,318,NA,NA,4,4,5,NA,1,1,2,2,318,636
57000,8402,NE FOSTER RD,Local Access,2,81,Urban,81,Central Kitsap UGA,Central Kitsap UGA,81,NA,NA,4,4,5,NA,1,1,2,2,81,162
56210,7022,NE OPAL CT,Local Access,2,658,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,658,0
57000,13280,NE FOSTER RD,Local Access,2,510,Urban,510,Central Kitsap UGA,Central Kitsap UGA,510,NA,NA,4,4,5,NA,1,1,2,2,510,1020
57000,13280,NE FOSTER RD,Local Access,2,510,Urban,510,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,NA,4,5,NA,1,0,1,1,0,0
57001,14317,TOWNE RD NE,Local Access,2,284,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,284,0
56967,8474,HICKORY PL NE,Local Access,2,271,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,271,0
54600,19310,NE RIDDELL RD,Minor Arterial,2,19,Urban,19,Central Kitsap UGA,Central Kitsap UGA,9,NA,NA,NA,4,6,NA,1,0,1,1,9,9
56142,11722,JUANITA CIR NE,Local Access,2,161,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161,0
56970,874,BUCKTHORN DR NE,Local Access,2,666,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,666,0
56560,885,NE JOHN CARLSON RD,Major Collector,2,232,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,232,0
56994,834,NE SILVER PINE DR,Local Access,2,240,Urban,240,Central Kitsap UGA,Central Kitsap UGA,240,3,NA,NA,NA,5,NA,1,0,1,1,240,240
56346,1969,NE 73RD ST,Local Access,2,914,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,914,0
50915,14987,ILLAHEE RD NE,Minor Arterial,2,161,Urban,161,Central Kitsap UGA,Central Kitsap UGA,161,NA,NA,2,2,6,NA,1,1,2,2,161,322
56430,10364,CORTEZ PL NW,Local Access,2,992,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,992,0
56334,10413,NE LEXINGTON DR,Local Access,2,296,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,296,0
54452,630,CREEK WOOD PL NE,Local Access,2,412,Urban,412,Central Kitsap UGA,Central Kitsap UGA,396,NA,NA,NA,3,5,NA,1,0,1,1,396,396
55160,8618,NW TRACY AVE,Local Access,2,254,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254,0
56564,8624,NE SHEFFIELD PL,Local Access,2,551,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,551,0
56356,10057,NE LOYOLA ST,Local Access,2,1098,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1098,0
56230,651,GRACELAND RD NE,Local Access,2,519,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,519,0
56398,10014,NW 73RD ST,Local Access,2,267,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,267,0
56397,7752,LARKSPUR PL NW,Local Access,2,102,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,102,0
56417,7911,ORCAS PL NW,Local Access,2,445,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,445,0
55831,7553,NW VERMONT CT,Local Access,2,594,Urban,594,Central Kitsap UGA,Central Kitsap UGA,594,NA,NA,1,1,5,NA,1,1,2,2,594,1188
56963,12452,BLUE OAK PKWY NE,Local Access,2,463,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,463,0
56409,12218,NE FAIRGROUNDS RD,Minor Arterial,2,409,Urban,409,Central Kitsap UGA,Central Kitsap UGA,409,NA,NA,5,5,6,NA,1,1,2,2,409,818
56963,12969,BLUE OAK PKWY NE,Local Access,2,212,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,212,0
56409,3454,NE FAIRGROUNDS RD,Minor Arterial,2,281,Urban,281,Central Kitsap UGA,Central Kitsap UGA,281,NA,NA,5,5,6,NA,1,1,2,2,281,562
54600,11074,NE RIDDELL RD,Minor Arterial,2,116,Urban,116,Central Kitsap UGA,Central Kitsap UGA,18,NA,NA,3,NA,6,NA,0,1,1,1,18,18
54600,11074,NE RIDDELL RD,Minor Arterial,2,116,Urban,116,Central Kitsap UGA,Central Kitsap UGA,116,NA,NA,NA,3,6,NA,1,0,1,1,116,116
54600,11360,NE RIDDELL RD,Minor Arterial,2,1465,Urban,1465,Central Kitsap UGA,Central Kitsap UGA,5,NA,NA,NA,5,6,NA,1,0,1,1,5,5
54600,11360,NE RIDDELL RD,Minor Arterial,2,1465,Urban,1465,Central Kitsap UGA,Central Kitsap UGA,1460,NA,NA,NA,5,6,NA,1,0,1,1,1460,1460
54600,2639,NE RIDDELL RD,Minor Arterial,2,179,Urban,179,Central Kitsap UGA,Central Kitsap UGA,179,NA,NA,NA,5,6,NA,1,0,1,1,179,179
54600,13144,NW RIDDELL RD,Minor Arterial,2,260,Urban,260,Central Kitsap UGA,Central Kitsap UGA,260,NA,NA,NA,5,6,NA,1,0,1,1,260,260
54600,7774,NE RIDDELL RD,Minor Arterial,2,217,Urban,217,Central Kitsap UGA,Central Kitsap UGA,217,NA,NA,NA,3,6,NA,1,0,1,1,217,217
56349,7492,KIMI CT NE,Local Access,2,120,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,120,0
54465,9359,NE WISE ST,Local Access,2,241,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,241,0
56160,9622,NE WINSTON DR,Local Access,2,460,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,460,0
55370,11782,JOHNSON ST NW,Local Access,2,363,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,363,0
56413,12032,NW SAN JUAN DR,Local Access,2,234,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,234,0
56961,11027,HICKORY ST NE,Local Access,2,471,Urban,471,Central Kitsap UGA,Central Kitsap UGA,471,NA,3,NA,NA,5,NA,0,1,1,1,471,471
56896,2951,NE KNIGHTS CT,Local Access,2,185,Urban,185,Central Kitsap UGA,Central Kitsap UGA,139,NA,3,NA,NA,5,NA,0,1,1,1,139,139
56333,11033,AVON CT NE,Local Access,2,514,Urban,514,Central Kitsap UGA,Central Kitsap UGA,514,NA,NA,1,1,5,NA,1,1,2,2,514,1028
56409,11054,NW FAIRGROUNDS RD,Minor Arterial,2,327,Urban,327,Central Kitsap UGA,Central Kitsap UGA,327,NA,NA,4,2,6,NA,1,1,2,2,327,654
55090,10997,NW NICHOLS AVE,Local Access,2,275,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,275,0
56378,10695,NE MARLENE CT,Local Access,2,209,Urban,209,Central Kitsap UGA,Central Kitsap UGA,199,3,NA,NA,NA,5,NA,1,0,1,1,199,199
54310,8291,NE ALL VIEW BLVD,Local Access,2,364,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,364,0
54670,7485,FIR DR NE,Local Access,2,339,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,339,0
