RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,time,id,OBJECTID,tomatch,distance,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,sidewalk_right,score_left,score_right,score,the_score,the_length,w_score
40450,260,SE GALEEL CT,Local Access,2,368,Urban,368,15,Port Orchard Wal-Mart,2,Port Orchard Wal-Mart,112,NA,NA,2,5,NA,NA,1,0,1,1,112,112
40450,12228,SE GALEEL CT,Local Access,2,213,Urban,213,15,Port Orchard Wal-Mart,2,Port Orchard Wal-Mart,64,NA,NA,2,5,NA,NA,1,0,1,1,64,64
40609,4155,SE SALMONBERRY RD,Major Collector,2,664,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,664,0
40609,9185,SE SALMONBERRY RD,Major Collector,2,1015,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1015,0
41370,12087,SEIFORD AVE SE,Local Access,2,1156,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1156,0
40700,10013,SE LUND AVE,Minor Arterial,2,209,Urban,209,15,Port Orchard Wal-Mart,2,Port Orchard Wal-Mart,49,NA,8,8,6,NA,NA,2,2,4,4,49,196
40700,10013,SE LUND AVE,Minor Arterial,2,209,Urban,209,15,Port Orchard Wal-Mart,2,Port Orchard Wal-Mart,63,NA,8,8,6,NA,NA,2,2,4,4,63,252
40700,2610,SE LUND AVE,Minor Arterial,2,2002,Urban,2002,15,Port Orchard Wal-Mart,2,Port Orchard Wal-Mart,0,NA,8,8,6,NA,NA,2,2,4,4,0,0
40505,5806,SE TIBURON CT,Local Access,2,298,Urban,298,15,Port Orchard Wal-Mart,2,Port Orchard Wal-Mart,90,NA,3,3,5,NA,NA,1,1,2,2,90,180
40505,6373,SE TIBURON CT,Local Access,2,255,Urban,255,15,Port Orchard Wal-Mart,2,Port Orchard Wal-Mart,4,NA,3,3,5,NA,NA,1,1,2,2,4,8
41130,4274,HOOVER AVE SE,Local Access,2,464,Urban,464,15,Port Orchard Wal-Mart,2,Port Orchard Wal-Mart,141,3,NA,NA,5,NA,NA,1,0,1,1,141,141
41130,15932,HOOVER AVE SE,Local Access,2,1278,Urban,1278,15,Port Orchard Wal-Mart,2,Port Orchard Wal-Mart,207,3,NA,NA,5,NA,NA,1,0,1,1,207,207
40491,14299,SE BASIL CT,Local Access,2,124,Urban,124,15,Port Orchard Wal-Mart,2,Port Orchard Wal-Mart,37,5,NA,NA,5,NA,NA,5,0,5,5,37,185
40491,14283,SE BASIL CT,Local Access,2,169,Urban,169,15,Port Orchard Wal-Mart,2,Port Orchard Wal-Mart,51,5,NA,NA,5,NA,NA,5,0,5,5,51,255
41570,4228,LINCOLN AVE SE,Major Collector,2,978,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,978,0
41130,4746,HOOVER AVE SE,Local Access,2,714,Urban,714,15,Port Orchard Wal-Mart,2,Port Orchard Wal-Mart,18,3,NA,NA,5,NA,NA,1,0,1,1,18,18
41070,3492,GREENDALE DR SE,Local Access,2,167,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,167,0
41450,9297,MCKINLEY PL SE,Local Access,2,810,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,810,0
41450,7360,MCKINLEY PL SE,Local Access,2,374,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,374,0
41070,1511,GREENDALE DR SE,Local Access,2,129,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,129,0
41570,8258,SE LINCOLN AVE,Major Collector,2,386,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,386,0
41080,1043,RUBY CT SE,Local Access,2,159,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159,0
41140,256,SE FLAIZ CT,Local Access,2,97,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,97,0
41070,9403,GREENDALE DR SE,Local Access,2,262,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,262,0
41100,6476,SE JOYCE CT,Local Access,2,96,Urban,96,15,Port Orchard Wal-Mart,2,Port Orchard Wal-Mart,29,NA,2,2,5,NA,NA,1,1,2,2,29,58
41370,10898,SEIFORD AVE SE,Local Access,2,285,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,285,0
40990,1346,MITCHELL RD SE,Major Collector,2,339,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,339,0
41070,8880,GREENDALE DR SE,Local Access,2,175,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,175,0
41070,11127,GREENDALE DR SE,Local Access,2,479,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,479,0
41120,7841,SE DIAMOND PL,Local Access,2,371,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,371,0
41570,5300,LINCOLN AVE SE,Major Collector,2,372,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372,0
