RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,NAME,tomatch,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
35030,6087,WAYNE PL SE,Local Access,1,166,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166,0
10609,10542,W BELFAIR VALLEY RD,Minor Arterial,2,1011,Urban,1011,2 South,2 South,1011,NA,NA,3,3,6,NA,1,1,2,2,1011,2022
10609,8515,W BELFAIR VALLEY RD,Minor Arterial,1,777,Rural,777,2 South,2 South,777,NA,NA,3,3,NA,4,1,1,2,2,777,1554
26030,560,FEIGLEY RD W,Local Access,2,2295,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2295,0
29570,11322,LIESEKE LN SW,Local Access,1,2382,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2382,0
22409,9023,SW OLD CLIFTON RD,Major Collector,2,1109,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1109,0
22410,11355,SW BERRY LAKE RD,Minor Collector,1,885,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,885,0
22409,1260,SW OLD CLIFTON RD,Major Collector,2,2349,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2349,0
29830,629,ANDERSON HILL RD SW,Major Collector,1,0,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
22409,9830,SW OLD CLIFTON RD,Major Collector,2,1035,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1035,0
29340,16609,SW BIRCH RD,Local Access,2,633,Urban,633,2 South,2 South,629,NA,NA,1,1,5,NA,1,1,2,2,629,1258
29950,1763,SW HANSON RD,Local Access,1,751,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,751,0
26031,10895,OUR PL SW,Local Access,2,519,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,519,0
21109,609,SIDNEY RD SW,Minor Arterial,2,415,Urban,415,2 South,2 South,385,NA,NA,6,NA,6,NA,0,2,2,2,385,770
21109,609,SIDNEY RD SW,Minor Arterial,2,415,Urban,415,2 South,2 South,410,NA,NA,NA,6,6,NA,2,0,2,2,410,820
22230,5755,EASTBROOK DR SW,Local Access,1,1734,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1734,0
22230,19380,EASTBROOK DR SW,Local Access,1,482,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,482,0
40530,2838,SE CHASEWOOD CT,Local Access,2,385,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,385,0
40550,11071,CHASE RD SE,Local Access,2,328,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,328,0
40550,7261,CHASE RD SE,Local Access,2,504,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,504,0
40520,6158,SE KERRI CT,Local Access,2,544,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,544,0
10609,1285,W BELFAIR VALLEY RD,Minor Arterial,1,66,Rural,66,2 South,2 South,66,NA,NA,3,3,NA,4,1,1,2,2,66,132
29830,15642,ANDERSON HILL RD SW,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
29830,16665,ANDERSON HILL RD SW,Major Collector,1,1070,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1070,0
20509,11596,GLENWOOD RD SW,Local Access,2,2133,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2133,0
100,16613,GLENWOOD RD SW,Local Access,2,1396,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1396,0
10609,11404,W BELFAIR VALLEY RD,Major Collector,1,1649,Rural,1649,2 South,2 South,1649,NA,NA,4,4,NA,6,3,3,6,6,1649,9894
10609,11446,W BELFAIR VALLEY RD,Major Collector,1,711,Rural,711,2 South,2 South,711,NA,NA,4,4,NA,6,3,3,6,6,711,4266
15530,15375,HAMILTON RD W,Local Access,2,217,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,217,0
22409,16109,SW OLD CLIFTON RD,Local Access,2,1999,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1999,0
22409,2451,SW OLD CLIFTON RD,Major Collector,2,459,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,459,0
26030,7418,FEIGLEY RD W,Local Access,2,459,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,459,0
26030,16614,FEIGLEY RD W,Local Access,2,289,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,289,0
34700,1116,LAKEVIEW PL SE,Local Access,2,342,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,342,0
34205,4968,SE CEDAR RD,Local Access,2,254,Urban,254,2 South,2 South,254,NA,NA,5,5,5,NA,2,2,4,4,254,1016
36205,4404,SE COVE WAY,Local Access,1,358,Rural,358,2 South,2 South,358,NA,NA,2,2,NA,3,1,1,2,2,358,716
34280,4475,SE DALEA PL,Local Access,2,674,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,674,0
10609,9163,W BELFAIR VALLEY RD,Major Collector,2,4307,Urban,4307,2 South,2 South,4307,NA,NA,NA,4,6,NA,1,0,1,1,4307,4307
10609,9163,W BELFAIR VALLEY RD,Major Collector,2,4307,Urban,4307,2 South,2 South,4297,NA,NA,4,NA,6,NA,0,1,1,1,4297,4297
25755,2848,SW NORTHVIEW DR,Local Access,1,284,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,284,0
25755,1375,SW NORTHVIEW DR,Local Access,1,460,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,460,0
22410,493,SW BERRY LAKE RD,Minor Collector,1,1294,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1294,0
22410,1263,SW BERRY LAKE RD,Minor Collector,1,1266,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1266,0
22409,18212,SW OLD CLIFTON RD,Local Access,2,225,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,225,0
29900,10842,SW COOK RD,Local Access,2,1526,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1526,0
15530,18216,HAMILTON RD W,Local Access,2,27,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,0
29910,8721,SHAWN RD SW,Local Access,2,466,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,466,0
29900,6493,SW COOK RD,Local Access,2,1066,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1066,0
10609,7461,W BELFAIR VALLEY RD,Major Collector,1,3050,Rural,3050,2 South,2 South,3033,NA,NA,NA,4,NA,6,3,0,3,3,3033,9099
10609,7461,W BELFAIR VALLEY RD,Major Collector,1,3050,Rural,3050,2 South,2 South,17,NA,NA,4,4,NA,6,3,3,6,6,17,102
10609,7461,W BELFAIR VALLEY RD,Major Collector,1,3050,Rural,3050,2 South,2 South,2923,NA,NA,4,NA,NA,6,0,3,3,3,2923,8769
22409,1399,SW OLD CLIFTON RD,Minor Collector,2,3845,Urban,3845,2 South,2 South,346,NA,NA,1,1,6,NA,1,1,2,2,346,692
22409,11038,SW OLD CLIFTON RD,Local Access,2,3678,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3678,0
26155,7526,W OBRIAN DR,Local Access,1,863,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,863,0
15650,14154,W SHERMAN HEIGHTS RD,Local Access,2,1804,Urban,1804,2 South,2 South,1804,NA,NA,3,NA,5,NA,0,1,1,1,1804,1804
15650,14153,W SHERMAN HEIGHTS RD,Local Access,2,2268,Urban,2268,2 South,2 South,1302,NA,NA,3,NA,5,NA,0,1,1,1,1302,1302
15650,14153,W SHERMAN HEIGHTS RD,Local Access,2,2268,Urban,2268,2 South,2 South,965,NA,NA,3,NA,5,NA,0,1,1,1,965,965
26305,11216,W PLEASANT ST,Local Access,1,771,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,771,0
26305,3400,W PLEASANT ST,Local Access,2,224,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,224,0
25830,9090,VICTORY DR SW,Local Access,1,1983,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1983,0
10609,2065,W BELFAIR VALLEY RD,Minor Arterial,2,642,Urban,642,2 South,2 South,602,NA,NA,3,3,6,NA,1,1,2,2,602,1204
26030,9928,FEIGLEY RD W,Local Access,1,355,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,355,0
35090,6000,RICHARDS AVE SE,Local Access,1,744,Rural,744,2 South,2 South,739,NA,NA,3,5,NA,3,5,5,10,10,739,7390
35090,6000,RICHARDS AVE SE,Local Access,1,744,Rural,744,2 South,2 South,4,NA,NA,3,5,NA,3,5,5,10,10,4,40
15450,16129,SAM CHRISTOPHERSON AVE W,Local Access,2,730,Urban,730,2 South,2 South,730,NA,NA,7,7,5,NA,2,2,4,4,730,2920
15450,16130,SAM CHRISTOPHERSON AVE W,Local Access,2,183,Urban,183,2 South,2 South,183,NA,NA,7,7,5,NA,2,2,4,4,183,732
15450,330,SAM CHRISTOPHERSON AVE W,Local Access,2,538,Urban,538,2 South,2 South,535,NA,NA,7,7,5,NA,2,2,4,4,535,2140
25830,16381,VICTORY DR SW,Local Access,1,598,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,598,0
35090,19377,RICHARDS AVE SE,Local Access,1,548,Rural,548,2 South,2 South,10,NA,NA,3,5,NA,3,5,5,10,10,10,100
25830,16230,VICTORY DR SW,Local Access,1,2299,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2299,0
26420,9714,SW CLAIR RD,Local Access,1,752,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,752,0
15420,5884,W FRONE DR,Local Access,2,535,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,535,0
15510,12668,THORSON RD W,Local Access,2,1026,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1026,0
26130,19147,HAWTHORNE AVE W,Local Access,1,93,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,93,0
34900,435,SE INWOOD LN,Local Access,1,370,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,370,0
34710,2059,CLOVER VALLEY RD SE,Local Access,1,926,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,926,0
34710,2831,CLOVER VALLEY RD SE,Local Access,1,578,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,578,0
33600,5503,SE BIELMEIER RD,Major Collector,2,1206,Urban,1206,2 South,2 South,1206,NA,NA,4,3,6,NA,1,1,2,2,1206,2412
34900,5581,SE INWOOD LN,Local Access,1,612,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,612,0
30404,8486,HILLRIDGE PL SE,Local Access,2,267,Urban,267,2 South,2 South,267,NA,NA,3,3,5,NA,1,1,2,2,267,534
34710,10705,CLOVER VALLEY RD SE,Local Access,1,530,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,530,0
35470,427,PAR FORE DR SE,Local Access,1,245,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,245,0
21730,19379,SQUARE LAKE RD SW,Local Access,1,474,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,474,0
21730,79,SQUARE LAKE RD SW,Local Access,1,648,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,648,0
21730,11073,SQUARE LAKE RD SW,Local Access,1,763,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,763,0
34720,529,SE FIRMONT DR,Local Access,1,2037,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2037,0
34720,1437,SE FIRMONT DR,Local Access,1,182,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,182,0
31710,785,PRICE RD SE,Local Access,1,906,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,906,0
40490,14881,HARRIS RD SE,Local Access,0,427,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,427,0
35760,14517,SE LAKE VALLEY RD,Local Access,1,217,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,217,0
40490,4750,HARRIS RD SE,Local Access,2,339,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,339,0
40490,13322,HARRIS RD SE,Local Access,2,200,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,200,0
100,2966,DECATUR AVE,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
40198,6799,TURLEY LOOP SE,Local Access,2,727,Urban,727,2 South,2 South,724,NA,3,NA,NA,5,NA,1,0,1,1,724,724
40490,3189,HARRIS RD SE,Local Access,2,547,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,547,0
30509,2120,LONG LAKE RD SE,Major Collector,1,209,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209,0
34205,1874,SE CEDAR RD,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
46090,7515,RETSIL RD E,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
100,15945,DECATUR AVE,Local Access,2,73,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,73,0
100,14110,MITCHELL AVE,Major Collector,2,9,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0
29340,7754,SW BIRCH RD,Local Access,2,281,Urban,281,2 South,2 South,264,NA,NA,1,NA,5,NA,0,1,1,1,264,264
29340,7754,SW BIRCH RD,Local Access,2,281,Urban,281,2 South,2 South,16,NA,NA,1,NA,5,NA,0,1,1,1,16,16
29340,7754,SW BIRCH RD,Local Access,2,281,Urban,281,2 South,2 South,0,NA,NA,NA,1,5,NA,1,0,1,1,0,0
46630,1765,HENRY HANSON RD SE,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
100,17051,MCCORMICK WOODS DR SW,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
100,18023,TREMONT ST W,Minor Arterial,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
21109,18028,SIDNEY RD SW,Minor Arterial,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
46820,18214,SE LOVELL ST,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
43910,352,PAYSENO LN SE,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
22409,16601,SW OLD CLIFTON RD,Minor Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
42009,9104,OLNEY AVE SE,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
26110,2411,OUR PL SW,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
26031,15105,OUR PL SW,Local Access,1,0,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
100,18074,LAWRENCE ST,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
100,15530,DECATUR AVE,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
20509,16603,GLENWOOD RD SW,Minor Arterial,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
100,15524,DECATUR AVE,Local Access,2,47,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,47,0
21109,16608,SIDNEY RD SW,Minor Arterial,2,0,Urban,0,2 South,2 South,0,NA,NA,6,NA,6,NA,0,2,2,2,0,0
100,11841,MELCHER ST,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
100,10450,SW OLD CLIFTON RD,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
100,4747,STOCKTON ST,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
20227,12403,SW STATION CIR,Local Access,1,3494,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3494,0
33350,5413,PHILLIPS RD SE,Major Collector,2,972,Urban,972,2 South,2 South,965,NA,NA,5,5,6,NA,1,1,2,2,965,1930
33350,5413,PHILLIPS RD SE,Major Collector,2,972,Urban,972,2 South,2 South,9,NA,NA,5,5,6,NA,1,1,2,2,9,18
30519,4043,OLALLA VALLEY RD SE,Major Collector,1,1992,Rural,1992,2 South,2 South,1992,NA,NA,4,4,NA,6,3,3,6,6,1992,11952
34706,4044,UPTON PARK PL SE,Local Access,2,517,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,517,0
32309,4061,BANNER RD SE,Major Collector,1,868,Rural,868,2 South,2 South,868,NA,NA,5,5,NA,6,3,3,6,6,868,5208
21107,16616,BETHEL RD SE,Minor Arterial,2,0,Urban,0,2 South,2 South,0,NA,NA,4,4,6,NA,1,1,2,2,0,0
100,16620,MITCHELL AVE,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
46730,18607,RUSSELL AVE SE,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
30509,16539,LONG LAKE RD SE,Minor Arterial,1,257,Rural,257,2 South,2 South,250,NA,NA,3,3,NA,4,1,1,2,2,250,500
30509,16539,LONG LAKE RD SE,Minor Arterial,1,257,Rural,257,2 South,2 South,7,NA,NA,3,NA,NA,4,0,1,1,1,7,7
30509,8811,LONG LAKE RD SE,Minor Arterial,1,4492,Rural,4492,2 South,2 South,4492,NA,NA,3,3,NA,4,1,1,2,2,4492,8984
30519,9142,OLALLA VALLEY RD SE,Major Collector,1,763,Rural,763,2 South,2 South,745,NA,NA,4,4,NA,6,3,3,6,6,745,4470
30519,9142,OLALLA VALLEY RD SE,Major Collector,1,763,Rural,763,2 South,2 South,17,NA,NA,4,4,NA,6,3,3,6,6,17,102
25009,7891,SW LAKE FLORA RD,Minor Arterial,1,2088,Rural,2088,2 South,2 South,2088,NA,NA,4,4,NA,4,5,5,10,10,2088,20880
36200,2672,VIEW PARK RD SE,Local Access,1,1510,Rural,1510,2 South,2 South,1510,NA,NA,2,2,NA,3,1,1,2,2,1510,3020
42970,16138,CELESTE CT SE,Local Access,2,440,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,440,0
42970,16139,CELESTE CT SE,Local Access,2,449,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,449,0
29410,19303,WEYERS LN SW,Local Access,1,661,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,661,0
46330,18634,ARNOLD AVE E,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
34741,16439,SE PROPERTY CT,Local Access,0,183,Unknown,183,2 South,2 South,183,5,NA,NA,NA,NA,NA,0,5,5,5,183,915
34741,16440,SE PROPERTY CT,Local Access,0,215,Unknown,215,2 South,2 South,215,5,NA,NA,NA,NA,NA,0,5,5,5,215,1075
34741,16442,SE PROPERTY CT,Local Access,0,90,Unknown,90,2 South,2 South,87,3,NA,NA,NA,NA,NA,0,5,5,5,87,435
34741,16442,SE PROPERTY CT,Local Access,0,90,Unknown,90,2 South,2 South,90,NA,NA,NA,7,NA,NA,0,0,0,0,90,0
34741,16441,SE PROPERTY CT,Local Access,0,311,Unknown,311,2 South,2 South,137,3,NA,NA,NA,NA,NA,0,5,5,5,137,685
34741,16441,SE PROPERTY CT,Local Access,0,311,Unknown,311,2 South,2 South,134,NA,NA,NA,7,NA,NA,0,0,0,0,134,0
34742,16436,ONALASKA LOOP SE,Local Access,0,763,Unknown,763,2 South,2 South,539,NA,5,NA,NA,NA,NA,5,0,5,5,539,2695
34742,16436,ONALASKA LOOP SE,Local Access,0,763,Unknown,763,2 South,2 South,245,5,NA,NA,NA,NA,NA,0,5,5,5,245,1225
34742,18139,ONALASKA LOOP SE,Local Access,0,262,Unknown,262,2 South,2 South,229,NA,5,NA,NA,NA,NA,5,0,5,5,229,1145
34742,18139,ONALASKA LOOP SE,Local Access,0,262,Unknown,262,2 South,2 South,241,5,NA,NA,NA,NA,NA,0,5,5,5,241,1205
34742,16433,ONALASKA LOOP SE,Local Access,0,159,Unknown,159,2 South,2 South,65,5,5,NA,NA,NA,NA,5,5,10,10,65,650
33600,5121,SE BIELMEIER RD,Major Collector,2,987,Urban,987,2 South,2 South,987,NA,NA,4,3,6,NA,1,1,2,2,987,1974
33761,6369,ARAB LN SE,Local Access,1,2323,Rural,2323,2 South,2 South,2323,NA,NA,3,3,NA,3,5,5,10,10,2323,23230
31991,3724,SE COLVOS DR,Local Access,1,875,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,875,0
40490,1348,HARRIS RD SE,Local Access,2,204,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,204,0
40199,2452,TURLEY LOOP SE,Local Access,2,466,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,466,0
33350,11062,PHILLIPS RD SE,Major Collector,2,3372,Urban,3372,2 South,2 South,3372,NA,NA,5,5,6,NA,1,1,2,2,3372,6744
33350,16431,PHILLIPS RD SE,Major Collector,2,555,Urban,555,2 South,2 South,547,NA,NA,5,5,6,NA,1,1,2,2,547,1094
33350,16431,PHILLIPS RD SE,Major Collector,2,555,Urban,555,2 South,2 South,7,NA,NA,6,6,6,NA,2,2,4,4,7,28
4001,3713,NEVADA AVE SE,Local Access,1,544,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,544,0
32309,13053,BANNER RD SE,Major Collector,1,1833,Rural,1833,2 South,2 South,1833,NA,NA,5,5,NA,6,3,3,6,6,1833,10998
32309,18496,BANNER RD SE,Major Collector,1,647,Rural,647,2 South,2 South,647,NA,NA,5,5,NA,6,3,3,6,6,647,3882
30509,16337,LONG LAKE RD SE,Major Collector,1,1272,Rural,1272,2 South,2 South,1272,NA,NA,3,NA,NA,6,0,1,1,1,1272,1272
30509,15606,LONG LAKE RD SE,Major Collector,1,808,Rural,808,2 South,2 South,808,NA,NA,3,NA,NA,6,0,1,1,1,808,808
31800,12094,SE CULVER ST,Local Access,1,1267,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1267,0
32309,193,BANNER RD SE,Major Collector,1,672,Rural,672,2 South,2 South,672,NA,NA,5,5,NA,6,3,3,6,6,672,4032
36200,10019,VIEW PARK RD SE,Local Access,1,1302,Rural,1302,2 South,2 South,1302,NA,NA,2,2,NA,3,1,1,2,2,1302,2604
32309,6228,BANNER RD SE,Major Collector,1,443,Rural,443,2 South,2 South,443,NA,NA,5,5,NA,6,3,3,6,6,443,2658
36202,4593,SE DRIFTWOOD DR,Local Access,1,817,Rural,817,2 South,2 South,809,NA,NA,2,2,NA,3,1,1,2,2,809,1618
40490,8576,HARRIS RD SE,Local Access,2,198,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198,0
40490,16331,HARRIS RD SE,Local Access,2,43,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,0
42970,6435,CELESTE CT SE,Local Access,2,322,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,322,0
42970,16140,CELESTE CT SE,Local Access,2,319,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,319,0
31910,11280,SE PROSPECT DR,Local Access,1,2824,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2824,0
21107,10263,BETHEL RD SE,Minor Arterial,2,1137,Urban,1137,2 South,2 South,1137,NA,NA,4,4,6,NA,1,1,2,2,1137,2274
32170,16487,ORCHARD AVE SE,Local Access,1,1480,Rural,1480,2 South,2 South,1480,NA,NA,2,2,NA,3,1,1,2,2,1480,2960
4001,19278,NEVADA AVE SE,Local Access,1,464,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,464,0
34710,16377,CLOVER VALLEY RD SE,Local Access,1,111,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,111,0
34710,3556,CLOVER VALLEY RD SE,Local Access,1,674,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,674,0
32170,10962,ORCHARD AVE SE,Local Access,1,504,Rural,504,2 South,2 South,504,NA,NA,2,2,NA,3,1,1,2,2,504,1008
91145,1876,SHORELINE DR SE,Local Access,1,134,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,134,0
36200,7808,SE VIEW PARK RD,Local Access,1,596,Rural,596,2 South,2 South,596,NA,NA,2,2,NA,3,1,1,2,2,596,1192
32309,18470,BANNER RD SE,Major Collector,1,97,Rural,97,2 South,2 South,97,NA,NA,5,5,NA,6,3,3,6,6,97,582
32309,18473,BANNER RD SE,Major Collector,1,847,Rural,847,2 South,2 South,847,NA,NA,5,5,NA,6,3,3,6,6,847,5082
