RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,PLAN_AREA,TYPE.1,DATE_ADOPT,BCC_RESOLU,islamird,tomatch,distance,sidewalk_right,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,sidewalk_left,score_left,score_right,score,the_score,the_length,w_score
47410,12503,PUGET DR E,Local Access,1,1589,Rural,1589,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,1589,NA,2,2,NA,3,NA,1,1,2,2,1589,3178
48191,55,KLONDIKE TRL E,Local Access,1,383,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,383,0
48196,13131,E MANCHESTER CT,Local Access,1,1227,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1227,0
47410,6789,PUGET DR E,Local Access,1,404,Rural,404,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,404,NA,2,2,NA,3,NA,1,1,2,2,404,808
47410,9885,PUGET DR E,Local Access,1,713,Rural,713,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,689,NA,2,2,NA,3,NA,1,1,2,2,689,1378
49430,816,COLCHESTER DR E,Minor Arterial,1,79,Rural,79,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,79,NA,6,4,NA,4,NA,5,5,10,10,79,790
47440,1360,E SEAVIEW DR,Local Access,1,785,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,785,0
47280,3513,SE TRUMAN ST,Local Access,1,831,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,831,0
48800,3135,E HEMLOCK ST,Local Access,1,338,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,338,0
44350,7997,CALIFORNIA AVE E,Major Collector,1,338,Rural,338,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,338,NA,1,1,NA,6,NA,1,1,2,2,338,676
47285,8671,E TAYLOR ST,Local Access,1,1037,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1037,0
48800,1583,E HEMLOCK ST,Local Access,1,652,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,652,0
44350,1825,CALIFORNIA AVE SE,Major Collector,1,323,Rural,323,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,323,NA,1,1,NA,6,NA,1,1,2,2,323,646
44350,9233,CALIFORNIA AVE E,Major Collector,1,337,Rural,337,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,337,NA,1,1,NA,6,NA,1,1,2,2,337,674
47280,4143,SE TRUMAN ST,Local Access,1,1327,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1327,0
43809,7414,E MADRONE AVE,Major Collector,1,272,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,272,0
47250,9566,ALASKA AVE E,Major Collector,1,203,Rural,203,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,198,NA,3,3,NA,6,NA,1,1,2,2,198,396
47250,495,ALASKA AVE E,Major Collector,1,270,Rural,270,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,270,NA,3,3,NA,6,NA,1,1,2,2,270,540
48300,8943,E CHESTER RD,Local Access,1,184,Rural,184,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,1,NA,3,3,NA,3,NA,5,5,10,10,1,10
48300,8943,E CHESTER RD,Local Access,1,184,Rural,184,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,184,NA,3,3,NA,3,NA,5,5,10,10,184,1840
48300,4324,E CHESTER RD,Major Collector,1,950,Rural,950,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,950,NA,3,NA,NA,6,NA,0,1,1,1,950,950
48300,4324,E CHESTER RD,Major Collector,1,950,Rural,950,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,2,NA,3,3,NA,6,NA,1,1,2,2,2,4
48300,4324,E CHESTER RD,Major Collector,1,950,Rural,950,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,939,NA,NA,3,NA,6,NA,1,0,1,1,939,939
48920,7230,E SPRUCE ST,Local Access,1,646,Rural,646,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,646,NA,1,1,NA,3,NA,1,1,2,2,646,1292
48800,11347,E HEMLOCK ST,Local Access,1,228,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,228,0
49430,3595,COLCHESTER DR E,Minor Arterial,1,275,Rural,275,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,264,NA,6,4,NA,4,NA,5,5,10,10,264,2640
49430,3595,COLCHESTER DR E,Minor Arterial,1,275,Rural,275,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,11,NA,6,4,NA,4,NA,5,5,10,10,11,110
49430,10066,COLCHESTER DR E,Minor Arterial,1,445,Rural,445,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,445,NA,6,4,NA,4,NA,5,5,10,10,445,4450
47760,1603,E FILLMORE ST,Local Access,1,827,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,827,0
48675,1997,VALLEY AVE E,Local Access,1,293,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,293,0
49430,12241,COLCHESTER DR SE,Minor Arterial,1,505,Rural,505,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,505,NA,6,4,NA,4,NA,5,5,10,10,505,5050
47410,9826,PUGET DR SE,Local Access,1,688,Rural,688,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,688,NA,2,2,NA,3,NA,1,1,2,2,688,1376
47410,18328,PUGET DR E,Local Access,1,737,Rural,737,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,737,NA,2,2,NA,3,NA,1,1,2,2,737,1474
47760,11397,E FILLMORE ST,Local Access,1,1331,Rural,1331,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,1323,NA,5,5,NA,3,NA,5,5,10,10,1323,13230
42600,12859,SE MILE HILL DR,Minor Arterial,1,1310,Rural,1310,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,1306,NA,8,8,NA,4,NA,5,5,10,10,1306,13060
47413,2418,E AGUILAR CT,Local Access,1,218,Rural,218,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,218,NA,NA,3,NA,3,NA,5,0,5,5,218,1090
47413,3297,E AGUILAR CT,Local Access,1,387,Rural,387,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,387,NA,NA,3,NA,3,NA,5,0,5,5,387,1935
48920,6203,E SPRUCE ST,Local Access,1,218,Rural,218,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,218,NA,1,1,NA,3,NA,1,1,2,2,218,436
48920,9862,E SPRUCE ST,Local Access,1,242,Rural,242,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,5,NA,1,1,NA,3,NA,1,1,2,2,5,10
48920,9862,E SPRUCE ST,Local Access,1,242,Rural,242,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,238,NA,NA,1,NA,3,NA,1,0,1,1,238,238
42600,5660,SE MILE HILL DR,Minor Arterial,1,1345,Rural,1345,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,1343,NA,8,8,NA,4,NA,5,5,10,10,1343,13430
42600,5660,SE MILE HILL DR,Minor Arterial,1,1345,Rural,1345,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,1,NA,8,8,NA,4,NA,5,5,10,10,1,10
42600,3223,SE MILE HILL DR,Minor Arterial,1,362,Rural,362,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,44,NA,NA,8,NA,4,NA,5,0,5,5,44,220
42600,3223,SE MILE HILL DR,Minor Arterial,1,362,Rural,362,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,144,NA,8,NA,NA,4,NA,0,5,5,5,144,720
49435,4137,E MAIN ST,Local Access,1,246,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,246,0
48300,2752,E CHESTER RD,Major Collector,1,1004,Rural,1004,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,331,NA,3,NA,NA,6,NA,0,1,1,1,331,331
48300,2752,E CHESTER RD,Major Collector,1,1004,Rural,1004,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,329,NA,NA,3,NA,6,NA,1,0,1,1,329,329
48300,2752,E CHESTER RD,Major Collector,1,1004,Rural,1004,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,6,NA,3,NA,NA,6,NA,0,1,1,1,6,6
47261,6896,E FIREFLY CT,Local Access,1,446,Rural,446,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,444,NA,3,NA,NA,3,NA,0,5,5,5,444,2220
49430,18061,COLCHESTER DR E,Minor Arterial,1,508,Rural,508,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,508,NA,6,4,NA,4,NA,5,5,10,10,508,5080
47410,3681,PUGET DR E,Local Access,1,376,Rural,376,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,376,NA,2,2,NA,3,NA,1,1,2,2,376,752
44270,11672,YUKON HARBOR RD SE,Local Access,1,479,Rural,479,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,0,NA,NA,3,NA,3,NA,5,0,5,5,0,0
44350,12195,CALIFORNIA AVE SE,Major Collector,1,329,Rural,329,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,329,NA,1,1,NA,6,NA,1,1,2,2,329,658
44350,11010,CALIFORNIA AVE SE,Major Collector,1,320,Rural,320,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,320,NA,1,1,NA,6,NA,1,1,2,2,320,640
44350,9248,CALIFORNIA AVE E,Local Access,1,358,Rural,358,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,102,NA,4,NA,NA,3,NA,0,5,5,5,102,510
44350,9248,CALIFORNIA AVE E,Local Access,1,358,Rural,358,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,0,NA,NA,4,NA,3,NA,5,0,5,5,0,0
47250,6496,ALASKA AVE E,Local Access,1,256,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,256,0
49435,3496,E MAIN ST,Local Access,1,86,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86,0
47250,4759,ALASKA AVE E,Local Access,1,288,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,288,0
48550,876,SALAL ST E,Local Access,1,306,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,306,0
49430,18573,COLCHESTER DR E,Minor Arterial,1,157,Rural,157,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,157,NA,6,4,NA,4,NA,5,5,10,10,157,1570
38010,655,SE SOUTHWORTH DR,Minor Arterial,1,384,Rural,384,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,279,NA,NA,4,NA,4,NA,5,0,5,5,279,1395
42510,12756,BEACH DR E,Minor Arterial,1,817,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,817,0
42510,12490,BEACH DR E,Minor Arterial,1,670,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,670,0
42510,1084,BEACH DR E,Minor Arterial,1,744,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,744,0
47412,13256,MIRACLE MILE DR E,Local Access,1,1304,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1304,0
48420,6388,E GRANDVIEW ST,Local Access,1,679,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,679,0
48420,1698,E GRANDVIEW ST,Local Access,1,252,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,252,0
48185,10716,E INDIANWOOD CT,Local Access,1,338,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,338,0
48182,8622,SILVERLEAF CT E,Local Access,1,443,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,443,0
48195,8195,E CASCADE CT,Local Access,1,237,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,237,0
48181,3196,MEGAN CT E,Local Access,1,495,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,495,0
48188,7295,E RAMBLEWOOD CT,Local Access,1,507,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,507,0
42510,8696,BEACH DR E,Minor Arterial,1,266,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,266,0
42510,6620,BEACH DR E,Minor Arterial,1,229,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,229,0
48180,13229,E VAN BUREN ST,Local Access,1,443,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,443,0
49430,6647,COLCHESTER DR E,Minor Arterial,1,583,Rural,583,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,583,NA,6,4,NA,4,NA,5,5,10,10,583,5830
47411,14306,E COMMONS CT,Local Access,1,838,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,838,0
47450,827,PRICHARD RD E,Local Access,1,604,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,604,0
49430,12640,COLCHESTER DR E,Minor Arterial,1,376,Rural,376,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,376,NA,6,4,NA,4,NA,5,5,10,10,376,3760
49430,8266,COLCHESTER DR E,Minor Arterial,1,307,Rural,307,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,307,NA,6,4,NA,4,NA,5,5,10,10,307,3070
49435,9028,E MAIN ST,Local Access,1,160,Rural,160,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,85,5,NA,NA,NA,3,NA,0,5,5,5,85,425
48980,9658,NUBLING AVE E,Local Access,1,270,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,270,0
49435,210,E MAIN ST,Major Collector,1,241,Rural,241,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,241,5,NA,NA,NA,6,NA,0,5,5,5,241,1205
48170,4148,E RAMBLEWOOD ST,Local Access,1,1132,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1132,0
47260,12981,E POLK AVE,Local Access,1,838,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,838,0
48189,5732,E RAINTREE LN,Local Access,1,176,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,176,0
44270,5915,YUKON HARBOR RD SE,Local Access,1,1136,Rural,1136,Manchester,Rural Village -Type I,20010610,267-2002,1,Manchester,1093,NA,3,3,NA,3,NA,5,5,10,10,1093,10930
