RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,GMA_JURISD,tomatch,distance,sidewalk_left,sidewalk_right,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
17300,13982,W J ST,Local Access,2,667,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,667,0
16771,14002,CHARLOTTE AVE W,Local Access,2,389,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,389,0
16330,13979,S NATIONAL AVE,Major Collector,2,246,Urban,246,Bremerton West UGA,Bremerton West UGA,0,NA,NA,6,3,6,NA,1,2,3,3,0,0
16330,13979,S NATIONAL AVE,Major Collector,2,246,Urban,246,Bremerton West UGA,Bremerton West UGA,246,NA,NA,NA,3,6,NA,1,0,1,1,246,246
16330,14003,S NATIONAL AVE,Minor Arterial,2,226,Urban,226,Bremerton West UGA,Bremerton West UGA,226,NA,NA,6,3,6,NA,1,2,3,3,226,678
16330,14003,S NATIONAL AVE,Minor Arterial,2,226,Urban,226,Bremerton West UGA,Bremerton West UGA,0,NA,NA,NA,3,6,NA,1,0,1,1,0,0
17619,13985,W ARSENAL WAY,Major Collector,2,215,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,215,0
18400,9980,MATHEWS DR NW,Local Access,2,176,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,176,0
17619,13977,W ARSENAL WAY,Major Collector,2,684,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,684,0
16330,13964,S NATIONAL AVE,Minor Arterial,2,236,Urban,236,Bremerton West UGA,Bremerton West UGA,236,NA,NA,6,6,6,NA,2,2,4,4,236,944
16330,13981,S NATIONAL AVE,Minor Arterial,2,176,Urban,176,Bremerton West UGA,Bremerton West UGA,175,NA,NA,6,6,6,NA,2,2,4,4,175,700
16330,13981,S NATIONAL AVE,Minor Arterial,2,176,Urban,176,Bremerton West UGA,Bremerton West UGA,3,NA,NA,6,3,6,NA,1,2,3,3,3,9
17640,13995,W N ST,Local Access,2,259,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,259,0
17640,13966,W N ST,Local Access,2,357,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,357,0
17490,7623,IDA ST W,Major Collector,2,1310,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1310,0
16460,13761,MCCALL BLVD W,Local Access,2,536,Urban,536,Bremerton West UGA,Bremerton West UGA,536,NA,NA,3,NA,5,NA,0,1,1,1,536,536
16460,13775,MCCALL BLVD W,Local Access,2,112,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,112,0
17510,5978,SKYLARK DR W,Local Access,2,476,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,476,0
16960,8007,S SUMMIT AVE,Local Access,2,306,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,306,0
16960,13134,S SUMMIT AVE,Local Access,2,302,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,302,0
16770,11399,CHARLOTTE AVE W,Local Access,2,267,Urban,267,Bremerton West UGA,Bremerton West UGA,267,NA,NA,2,2,5,NA,1,1,2,2,267,534
16770,13769,CHARLOTTE AVE W,Local Access,2,270,Urban,270,Bremerton West UGA,Bremerton West UGA,270,NA,NA,2,2,5,NA,1,1,2,2,270,540
17619,13967,W ARSENAL WAY,Major Collector,2,683,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,683,0
18090,10420,JACKSON DR NW,Local Access,2,507,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,507,0
16770,13773,CHARLOTTE AVE W,Local Access,2,269,Urban,269,Bremerton West UGA,Bremerton West UGA,269,NA,NA,2,2,5,NA,1,1,2,2,269,538
16910,6120,S CHARLESTON AVE,Local Access,2,293,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,293,0
18245,521,YACHT HAVEN WAY NW,Local Access,2,392,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,392,0
18180,1837,NW PATTISON DR,Local Access,2,254,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254,0
17402,13368,W WERNER RD,Major Collector,2,484,Urban,484,Bremerton West UGA,Bremerton West UGA,484,NA,NA,4,4,6,NA,1,1,2,2,484,968
16870,5551,S MARION AVE,Local Access,2,285,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,285,0
18400,8615,MATHEWS DR NW,Local Access,2,161,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161,0
18090,13223,JACKSON DR NW,Local Access,2,310,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,310,0
18460,8728,ROCKY POINT DR NW,Local Access,2,631,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,631,0
18460,9129,ROCKY POINT DR NW,Local Access,2,209,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209,0
17090,11821,S CONSTITUTION AVE,Local Access,2,176,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,176,0
18150,18430,ROCKY POINT RD NW,Major Collector,2,204,Urban,204,Bremerton West UGA,Bremerton West UGA,204,NA,NA,NA,3,6,NA,1,0,1,1,204,204
16701,13787,W D ST,Local Access,2,669,Urban,669,Bremerton West UGA,Bremerton West UGA,669,NA,NA,2,2,5,NA,1,1,2,2,669,1338
18150,9124,ROCKY POINT RD NW,Local Access,2,414,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,414,0
16910,9839,S CHARLESTON AVE,Local Access,2,165,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,165,0
16520,13760,AUDREY AVE W,Local Access,2,644,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,644,0
16330,13763,S NATIONAL AVE,Major Collector,2,168,Urban,168,Bremerton West UGA,Bremerton West UGA,7,NA,NA,NA,3,6,NA,1,0,1,1,7,7
16330,13763,S NATIONAL AVE,Major Collector,2,168,Urban,168,Bremerton West UGA,Bremerton West UGA,161,NA,NA,NA,6,6,NA,2,0,2,2,161,322
16380,13764,B ST,Local Access,2,264,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,264,0
16445,13755,A ST,Local Access,2,253,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,253,0
16460,13758,MCCALL BLVD W,Local Access,2,127,Urban,127,Bremerton West UGA,Bremerton West UGA,26,NA,NA,1,1,5,NA,1,1,2,2,26,52
17402,7621,W WERNER RD,Major Collector,2,533,Urban,533,Bremerton West UGA,Bremerton West UGA,533,NA,NA,4,4,6,NA,1,1,2,2,533,1066
18150,5339,ROCKY POINT RD NW,Major Collector,2,151,Urban,151,Bremerton West UGA,Bremerton West UGA,151,NA,NA,NA,3,6,NA,1,0,1,1,151,151
18150,2870,ROCKY POINT RD NW,Major Collector,2,291,Urban,291,Bremerton West UGA,Bremerton West UGA,291,NA,NA,NA,3,6,NA,1,0,1,1,291,291
18090,6396,JACKSON DR NW,Local Access,2,752,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,752,0
17800,1671,BURWELL ST,Local Access,2,296,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,296,0
16350,3689,WEBSTER RD W,Local Access,2,254,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254,0
16350,13785,WEBSTER RD W,Local Access,2,276,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,276,0
16440,13762,LAUREL PL,Local Access,2,451,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,451,0
16460,12061,MCCALL BLVD W,Local Access,2,321,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,321,0
18240,10559,NW KENNEDY DR,Local Access,2,402,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,402,0
16000,12004,CHARLESTON BEACH RD W,Major Collector,2,2219,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2219,0
17250,10119,W L ST,Local Access,2,664,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,664,0
17619,8883,W ARSENAL WAY,Major Collector,2,727,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,727,0
17960,10424,NW MORGAN LN,Local Access,2,373,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,373,0
16671,3791,W E ST,Local Access,2,655,Urban,655,Bremerton West UGA,Bremerton West UGA,0,NA,NA,2,2,5,NA,1,1,2,2,0,0
17001,9195,W F ST,Local Access,2,416,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,416,0
16870,7525,S MARION AVE,Local Access,2,118,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,118,0
16701,13766,W D ST,Local Access,2,555,Urban,555,Bremerton West UGA,Bremerton West UGA,512,NA,NA,2,2,5,NA,1,1,2,2,512,1024
16330,13765,S NATIONAL AVE,Major Collector,2,122,Urban,122,Bremerton West UGA,Bremerton West UGA,122,NA,NA,NA,3,6,NA,1,0,1,1,122,122
16380,13759,B ST,Local Access,2,132,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,132,0
16530,13753,EVANS AVE W,Local Access,2,649,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,649,0
16380,13756,B ST,Local Access,2,133,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,133,0
16829,13790,BREMERTON BLVD W,Local Access,2,219,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,219,0
18520,3881,PRICE RD,Major Collector,2,495,Urban,495,Bremerton West UGA,Bremerton West UGA,495,NA,NA,2,2,6,NA,1,1,2,2,495,990
18340,6674,NW BRYGMAN ST,Local Access,2,319,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,319,0
18570,9003,DOROTHY AVE NW,Local Access,2,286,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,286,0
18590,9349,HAZEL AVE NW,Local Access,2,163,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163,0
16330,13786,S NATIONAL AVE,Major Collector,2,270,Urban,270,Bremerton West UGA,Bremerton West UGA,13,NA,NA,NA,3,6,NA,1,0,1,1,13,13
16330,13786,S NATIONAL AVE,Major Collector,2,270,Urban,270,Bremerton West UGA,Bremerton West UGA,256,NA,NA,8,8,6,NA,2,2,4,4,256,1024
16580,13771,W MADRONA ST,Local Access,2,487,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,487,0
16330,13797,S NATIONAL AVE,Major Collector,2,228,Urban,228,Bremerton West UGA,Bremerton West UGA,228,NA,NA,8,8,6,NA,2,2,4,4,228,912
18090,5402,JACKSON DR NW,Local Access,2,534,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,534,0
16829,13793,BREMERTON BLVD W,Local Access,2,241,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,241,0
17061,13997,W H ST,Local Access,2,508,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,508,0
18150,4559,ROCKY POINT RD NW,Major Collector,2,639,Urban,639,Bremerton West UGA,Bremerton West UGA,639,NA,NA,NA,3,6,NA,1,0,1,1,639,639
16829,13975,BREMERTON BLVD W,Local Access,2,236,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,236,0
16829,13980,BREMERTON BLVD W,Local Access,2,489,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,489,0
16829,13969,BREMERTON BLVD W,Local Access,2,232,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,232,0
17400,14000,W LOXIE EAGANS BLVD,Major Collector,2,552,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,552,0
16829,14011,BREMERTON BLVD W,Local Access,2,497,Urban,497,Bremerton West UGA,Bremerton West UGA,497,NA,NA,3,3,5,NA,1,1,2,2,497,994
17400,13965,W LOXIE EAGANS BLVD,Major Collector,2,924,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,924,0
16829,13986,BREMERTON BLVD W,Local Access,2,254,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254,0
16829,13990,BREMERTON BLVD W,Local Access,2,269,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,269,0
17600,13992,W M ST,Local Access,2,684,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,684,0
16829,13973,BREMERTON BLVD W,Local Access,2,252,Urban,252,Bremerton West UGA,Bremerton West UGA,241,NA,NA,3,3,5,NA,1,1,2,2,241,482
16890,4812,MERRILL PL W,Local Access,2,663,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,663,0
17402,3357,W WERNER RD,Major Collector,2,318,Urban,318,Bremerton West UGA,Bremerton West UGA,317,NA,NA,4,4,6,NA,1,1,2,2,317,634
18150,3417,ROCKY POINT RD NW,Major Collector,2,340,Urban,340,Bremerton West UGA,Bremerton West UGA,340,NA,NA,NA,3,6,NA,1,0,1,1,340,340
18015,4703,NW PHINNEY BAY DR,Major Collector,2,348,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,348,0
18240,4361,NW KENNEDY DR,Local Access,2,376,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,376,0
17855,5778,DORA AVE NW,Local Access,2,274,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,274,0
16000,5308,CHARLESTON BEACH RD W,Local Access,2,329,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,329,0
16000,4784,CHARLESTON BEACH RD W,Major Collector,2,471,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,471,0
17490,2521,IDA ST W,Major Collector,2,645,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,645,0
18210,3744,VINCENT WAY NW,Local Access,2,186,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,186,0
17800,3199,BURWELL ST,Local Access,2,352,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,352,0
18210,2682,VINCENT WAY NW,Local Access,2,671,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,671,0
16870,3227,S MARION AVE,Local Access,2,253,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,253,0
17850,1368,DORA AVE,Local Access,2,651,Urban,651,Bremerton West UGA,Bremerton West UGA,645,3,3,NA,NA,5,NA,1,1,2,2,645,1290
16870,2187,S MARION AVE,Local Access,2,287,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,287,0
16440,15077,LAUREL PL,Local Access,2,29,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,0
18150,1908,ROCKY POINT RD NW,Major Collector,2,1035,Urban,1035,Bremerton West UGA,Bremerton West UGA,1030,NA,NA,NA,3,6,NA,1,0,1,1,1030,1030
17430,7627,BROAD ST W,Local Access,2,659,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,659,0
18150,6746,ROCKY POINT RD NW,Major Collector,2,311,Urban,311,Bremerton West UGA,Bremerton West UGA,311,NA,NA,NA,3,6,NA,1,0,1,1,311,311
18150,224,ROCKY POINT RD NW,Major Collector,2,162,Urban,162,Bremerton West UGA,Bremerton West UGA,10,NA,NA,NA,3,6,NA,1,0,1,1,10,10
18150,224,ROCKY POINT RD NW,Major Collector,2,162,Urban,162,Bremerton West UGA,Bremerton West UGA,152,NA,NA,NA,3,6,NA,1,0,1,1,152,152
18520,3769,PRICE RD,Major Collector,2,132,Urban,132,Bremerton West UGA,Bremerton West UGA,132,NA,NA,2,NA,6,NA,0,1,1,1,132,132
18520,3769,PRICE RD,Major Collector,2,132,Urban,132,Bremerton West UGA,Bremerton West UGA,128,NA,NA,NA,2,6,NA,1,0,1,1,128,128
17720,11764,W 1ST ST,Major Collector,2,304,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,304,0
18455,12281,CIRCLE DR NW,Local Access,2,513,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,513,0
18455,16215,CIRCLE DR NW,Local Access,2,420,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,420,0
17870,7796,BERTHA AVE NW,Local Access,2,554,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,554,0
18090,12157,JACKSON DR NW,Local Access,2,95,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95,0
17930,1385,MORGAN RD NW,Local Access,2,105,Urban,105,Bremerton West UGA,Bremerton West UGA,1,NA,NA,NA,2,5,NA,1,0,1,1,1,1
16580,13782,W MADRONA ST,Local Access,2,183,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,183,0
16330,13754,S NATIONAL AVE,Major Collector,2,261,Urban,261,Bremerton West UGA,Bremerton West UGA,14,NA,NA,NA,6,6,NA,2,0,2,2,14,28
16460,13757,MCCALL BLVD W,Local Access,2,558,Urban,558,Bremerton West UGA,Bremerton West UGA,549,NA,NA,1,1,5,NA,1,1,2,2,549,1098
16460,13757,MCCALL BLVD W,Local Access,2,558,Urban,558,Bremerton West UGA,Bremerton West UGA,7,NA,NA,3,NA,5,NA,0,1,1,1,7,7
17770,14013,W COLUMBIA WAY,Local Access,2,213,Urban,213,Bremerton West UGA,Bremerton West UGA,208,NA,NA,7,NA,5,NA,0,2,2,2,208,416
18110,2044,CLOWARD WAY NW,Local Access,2,677,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,677,0
16671,13792,W E ST,Local Access,2,673,Urban,673,Bremerton West UGA,Bremerton West UGA,0,NA,NA,2,NA,5,NA,0,1,1,1,0,0
17550,13362,SUNNYHILL RD W,Local Access,2,2346,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2346,0
16770,13784,CHARLOTTE AVE W,Local Access,2,262,Urban,262,Bremerton West UGA,Bremerton West UGA,248,NA,NA,2,2,5,NA,1,1,2,2,248,496
17850,14017,S DORA AVE,Local Access,2,679,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,679,0
17725,4958,1ST ST,Local Access,2,214,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,214,0
16580,13788,W MADRONA ST,Local Access,2,326,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,326,0
16451,13777,W C ST,Local Access,2,345,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,345,0
16770,13780,CHARLOTTE AVE W,Local Access,2,262,Urban,262,Bremerton West UGA,Bremerton West UGA,262,NA,NA,2,2,5,NA,1,1,2,2,262,524
16330,13776,S NATIONAL AVE,Major Collector,2,260,Urban,260,Bremerton West UGA,Bremerton West UGA,260,NA,NA,8,8,6,NA,2,2,4,4,260,1040
16451,13781,W C ST,Local Access,2,671,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,671,0
16530,13774,EVANS AVE W,Local Access,2,660,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,660,0
16451,13783,W C ST,Local Access,2,265,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,265,0
16451,13767,W C ST,Local Access,2,138,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,138,0
16510,13772,DILL WAY W,Local Access,2,663,Urban,663,Bremerton West UGA,Bremerton West UGA,661,NA,NA,1,1,5,NA,1,1,2,2,661,1322
16451,13768,W C ST,Local Access,2,131,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,131,0
16330,13778,S NATIONAL AVE,Major Collector,2,257,Urban,257,Bremerton West UGA,Bremerton West UGA,257,NA,NA,8,8,6,NA,2,2,4,4,257,1028
16701,13779,W D ST,Local Access,2,496,Urban,496,Bremerton West UGA,Bremerton West UGA,496,NA,NA,2,2,5,NA,1,1,2,2,496,992
17045,13996,W G ST,Local Access,2,667,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,667,0
16330,13987,S NATIONAL AVE,Major Collector,2,150,Urban,150,Bremerton West UGA,Bremerton West UGA,150,NA,NA,NA,3,6,NA,1,0,1,1,150,150
17045,13976,W G ST,Local Access,2,664,Urban,664,Bremerton West UGA,Bremerton West UGA,662,NA,NA,2,2,5,NA,1,1,2,2,662,1324
16671,13795,W E ST,Local Access,2,668,Urban,668,Bremerton West UGA,Bremerton West UGA,668,NA,NA,2,2,5,NA,1,1,2,2,668,1336
